Ulasan
"kaget dong wkwkw, dikira kecil, eh ternyata gede bgt, plus kardusnya jg ikutan gede wkwk.. tp puas.. pengiriman nya standar sih, pesan tgl 1 Desember mlm nympe td tgl 3 D... "
seneng banget dapet traktiran lock n lock dari tokopedia. thank you so much tokopedia😍
Kirain bisa buat isi ulang ternyata 1 PET berarti cuma bisa 1 kali digunakan dan berbahaya kalau digunakan berulang kali
"Produk Bagus, kyk plastik kaca, barang gratis"
"cepat banget nyampenya, harga ramah dikantong, packing luar biasa aman"
"bagus brgnya, isi nya bs bnyk 1,5L sayangnya agak tipis aja smg bs awet. thnks seller n tokopedia."
Produk gak dibungkus pakai kerdus tambahan 😿. Untungnya produk aman dari deffect
barang sesuai deskripsi. proses pengiriman cepat. rekomended seller.. apalagi klo ada promonya
"pengiriman cepat, barang sesuai gambar, ori, semoga awet..."
"bintang 3 dulu. kurang puas sama packaging botolnya, gak hati-hati jadinya ada bekas lem nempel. kalo pengiriman sih oke, salut sama kurir."
Pengiriman cepat harga baik packing superrrrr aman banget pake dus gede bubble nya juha tebel thanks
"barang sesuai pesanan, proses cepat, packing rapih dan aman."
"ordera 1,5 ltr 2 pcs dengan warna berbeda tetapi dikirm satu ukuran lebih kecil dan warna sama, sudah komplain ke pihak penjual & diminta kirim kembali ke penjual, tp... "
packaging rapih bgt. barang oke punya gaada cacat. thanks
"Packing super aman, dikasih bubble gak maen maen Proses dan pengiriman cepat Sesuai deskripsi"
Bahannya bagus. Pengemasan aman pakai kardus. Dapet promo cashback. Terimakasih tokopedia 👍🏻
"brg cepat sampai, cuma mungkin saya yg kurang banyak bertanya sebelum nya, ternyata di bawah botol hanya tertera logo PET 1. yang artinya botol tidak dapat di gunakan unt... "
"pelayanannya cepat, barang juga cepat sampai, soal PET 1 saya sudah email langsung ke locknlock dan diberikan penjelasan yg cukup lengkap, bisa di cek di artikel ********... "
maaf baru beri ulasan  barangnya sesuai dengan pesanan.  pokonya mantap barangnya. untuk tokonya sukses selalu. untuk pak kurirnya Terima kasih semoga sehat selalu
"Beli 2 botol, satunya sayang sekali penyok, dan packingnya hanya menggunakan bubble wrap saja. Sangat disayangkan. Thank you.. "
"kirain merk lock and lock bagus, ternyata plastiknya PET 1."
"botol minum y bagus, gede lagi,,  makasih tokopedia traktiran y..  smga makin sukses ya"
"packing ga pakai dus jadinya ada yang lecet tutupnya jd agak kotor,mana sdh diganti dr grey jd warna putih pula, bahannya tipis ga setebal botol lainnya"
"packing dan pengiriman 👍🏻👍🏻👍🏻👍🏻 ,, ga ada yg lecet dan pecah ,, pokoknya 👍🏻👍🏻👍🏻👍🏻 ,, semoga awet yaa 🤗🤗🤗"
Packing n pengiriman ok. Kualitas produk sesuai deskripsi.
"bagus banget walaupun hadiah dari tokopedia untuk belanja pertama kali, barangnya bener bener dikirim super rapih dan cepat. kurirnya juga sangat ramah. terimakasih"
"Keren pokoknya, biar ga perlu bolak-balik isi air pas kerja."
"Barangnya bagus banget,sesuai dengan yang digambar,ukuranya juga besar."
botolnya aman..packingan rapi..suka banget m botolnya..mudah dibersihkan dan warnanya cantik..bahan oke
"product sesuai desc, cocok utk di rumah. seller fastresp, 24 jam udah sampe."
Ukuran Produk Sesuai. Warna Produk Sesuai. Material Produk Bagus.
Pengemasan aman dan rapi banget. pakai bubble wrap dan dikasih plastikwrap bbrp lapis. Pengiriman cepat juga. Makasih seller dan kurir 🙂👍🏼
"beli yang kedua kalinya, karena beda dengan tumbler lainnya,  tumbler ini bisa di cuci bersih sampai dasar botol."
"puas banget sama pengemasan barangnya. walau cuma beli 1, bubble wrapnya ga pelit dan kardus luar tebal. barangnya juga bagus ya."
"Seneng tangan bisa masuk buat nyuci botolnya, warna mint nya agak kusam ya jd seperti abu"
Produk sampai dengan selamat. Packagingnya safe bangett pake bubble wrap dan kardus. Ukuran Produk Sesuai. Terimakasih traktirannya tokped & lock and lock.
produk bagus.. cocok utk mechandise.. respon seller cpt.
"packing sangat aman ditambah bubble wrap, pengiriman cepat hanya sehari sampai walau malam"" tetap diantar,"
"pengiriman aman dan standar,suka bgt sama wadah minumny buat standar minum air tiap hari"
"hey pembeli BUDAYAKAN MEMBACA dulu sebelum ksi bintang kecil y, (gw juga pembeli yg rajin membaca sebelum membeli) 👣 kocak bgtz ada yg ksi rating rendah krn PET - lah je... "
"Cepat banget sampe nya,barang nya bagus,harga nya murah,packing nya benar2 super aman...  👍👍👍👍👍👍"
"barang bagus, cukup masuk rak kulkas. gak tebel sih semoga aawet aja. toko cepat proses dan kirim. packing bagus."
"Lumayan buat botol minum dirumah. Warna tutupnya cerah, kualitas baik."
"packing aman. barang diterima dalam kondisi baik. modelnya simpel elegan. warna sesuai request. sayang jenis plastiknya PET (utk 1x pakai), dan baru ngeh juga 😔"
"Kalau ada tanda PET 1, berarti cuma bisa dipakai 1x aja sayang banget padahal tidak murah juga harganya"
"paket sampenya luar biasa cepat, order jam 12siang besok sorenya udah sampe. bubblewrap tebel dan sampe dirumah dgn selamat. oh iya harga disini lebih worth it ya dr ecom... "
"puas banget. dapat promo 0 rupiah ..pesan tadi pagi sore sudah sampai, barangnya sesuai dan bagus terimakasih tokped"
"pengemasan cuma pake bubble wrap selapis sama plastik wrap alhamdulillah barang aman.,"
Bagus banget botolnya. Makasih untuk Adminnya dan Kurir cepet banget sampainya. Sekali lagi makasihUkuran Produk Sesuai. Material Produk Bagus.
ok sesuai pesanan. cuman belum sempat dipakai. should be ok. rekomen seller. cepet kirimnya.
"mantabbbbbbbbbb, Ukuran Produk Sesuai. Warna Produk Sesuai. Kualitas Produk Bagus. terimakasih seller & Abang kurirnya, sukses selalu"
"Barang Mantap, packing aman, pengiriman cepat"
Thank U very much Tokopedia Hadiah untuk akun baru benar benar work it banget Bagus cepat delivery dan Ok bangettt Baru pertama belanja  Okok
"bagus banget produknya, keren, pengemasan juga rapi"
Cepet banget pengirimannya. Dan aman jg walau cuma diwrap plastik packaginnya. Warna mintnya lucu banget 💙 Thanks seller dan abang kurir
TERIMAKASIH BANYAK TOKOPEDIAAAAA HADIAH GRATISSSNYA AKU PENGGUNA BARU LANGSUNG DAPATTTTTT DAN SUMPAH YA KALO BELI LUMAYAN BANGATTTT HARGANYA WE LOVE TOKO PEDIA❤️❤️❤️❤️❤️❤... 
"mantap sesuai pesanan, proses cepat.. terima kasih bos"
"wah, botol nya bagus bgt, emang the best 👍❤️"
"Respon baik, pengiriman lumayan lama ya mungkin karna lg event. Barangnya baguss"
"saya ngajuin cancel, eh malah dikirim.. gimana toh adminnya ini.. tapi packingnya bagus. Barangnya PET 1 ya, jangan dikasih air panas. beli FS  harga 35rbu. ternyata harg... "
"Makasih banget paket aku udah sampe, walaupun ini paket gift pengguna baru tapi bener² di packing rapi, diproses dan dianter cepet banget. makasih banget tokopedia, makas... "
"Parah sih udah gak bayar ini dapet nya itu Rp.0 dan packingnya sungguh kaget kok bisa gitu seniat ini keren sih gila, botolnya bagus bersih kerennn, terimakasih bnayakk"
"kirain bohong , barangny ternyata beneran datang & asli ... sukaaaaaa bgt , bermanfaat bgt buat aku sehari hari ... terima kasih banyak bgt pokoke THE BEST"
Warna Produk Sesuai. Ukuran Produk Sesuai. yaaa sesuai harga lah hehe.
"bahanya bagus, pengemasannya jga aman bgt pke kardus dan bubble wrap. pengiriman cepat cuma sehari aja sdh smp."
barang sdh sampai cepat bngt baru pesan kemaren malam bsk sorenya sdh sampai lumayan walaupun dari bahan plastik
"Pesan kemarin, hari ini sampai. Produk sesuai, proses pesanan secepat kilat. Terima kasih."
"kualitas bagus, dan tidak mengecewakan😀😀😀👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 maaf foto nya tidak sesuai"
beli pas bgt lg promo cuma 30.690 packingnya super cepat dan aman bgt.
"cek-cek di toko sebelah. pas itu harganya lebih mahal 2rb klo beli di tokped. tapi karena estimasi pengiriman lebih cepet, pilih deh beli di tokped. pas dateng lah kok ad... "
Pengiriman cepat. Barang sesuai deskripsi.
"besaran packingnya 😂😂. Dapet hadiah 0rp dari tokped, bayar ongkir 35 wkwk 🤣 bagus si botolnya, tpi tipis, semoga awet dan usefull 👍"
"yaampun 0 rupiah dong seneng banget, memang lagi pengen punya botol guedeee😂 thx seller dan tokped🤗"
"packing aman, barang bagus, terimakasih seller"
"pesen n byr jm 14, jm 20.40 udh dtng aja brng nya pdhl reguler plus free ongkir pula....seller n kurir nya gercep, pokok na jempolll lah 👍"
"Alhamdulillah Paket sudah mendarat dengan selamat🤩☺️ Pengiriman Cepat, Packing super Aman dan Rapih Gaes👍 Sesuai dengan Pesanan, Mantap pokoknya👌 terimakasih seller da... "
packingan oke barangnya oke pengiriman okee tokopedia okee bangeeettt makasiiii lock n lock n toped
pakage rapih dan terjamin barang sampai mulus. puas belanja locknlock di official stor ini.
"Mantap cepet kirimnya, botolnya juga bagus"
"Buat di meja kantor, biar ga lupa minum, trus target minum perhari juga terpenuhi. Terimakasih lock and lock"
"barang sesuai pesanan , packingnya safety banget dan proses pengiriman cepat sekali ..... ⭐️⭐️⭐️⭐️⭐️"
Mantappssss..  kualitas dan pelayanan sangat baik 👍👍👍
packing aman dengan bubble tebal dan kardus. orderan sampai dalam 1 hari.
"Paket LocknLock Easy Grip Bottle 1.5L sudah diterima. Diterima dalam kondisi baik. Harga lebih murah, beli waktu ada ""Kejar Diskon Spesial"". Terima kasih Toped da... "
"Kirain kecil ternyata besar juga ya. Klo kualitas, dari dulu suka lah sama merk Lock n Lock"
"cukup puas, sesuai deskripsi, hanya untuk air biasa (ga panas dan ga dingin) dan kayanya ga boleh dicuci sabun (botolnya)."
Kualitas produk baik produk original harga produk terjangkau kecepatan pengiriman barang sangat baik dan respon penjualan sangat baik terimakasih banyak atas informasinya... 
bagus. kualitas bahan bagus. warna bagus. ukuran sesuai Material Produk Bagus. Ukuran Produk Sesuai. Kualitas Produk Bagus. Warna Produk Sesuai.
Material Produk Bagus. Kualitas Produk Bagus. Warna Produk Sesuai. Ukuran Produk Sesuai. Material Produk Bagus. Kualitas Produk Bagus. Ukuran Produk Sesuai. Warna Produk... 
"puas banget... bubble wrap nya banyak, tokonya bagus banget..."
"mantab, besar sekali. build quality bukan kaleng kaleng. fast response and good packaging"
botol plastik yang worth it. bagus ya lumayan buat minum sehari2 daripada pakai botol kemasan atau teko heheheMaterial Produk Bagus. Kualitas Produk Bagus. Warna Produk S... 
Pesanan diterima dalam kondisi baik tanpa cacat. Botol Air Original dari produk Lock n Lock. Terimakasih
"murah karena pakai voucher.. produk bagus, besar. tapi sayang ga bisa di isi air panas.."
"Barang bagus, pengiriman cepat. Semua bagus. Material Produk Bagus. Kualitas Produk Bagus. Ukuran Produk Sesuai. Warna Produk Sesuai."
"guede ternyata, kayak unta bawa punuk. kualitas materialnya bagus, juga tidak berbau, seal bisa rapat. cuman, saat terisi penuh, jangan sampai jatuh, bisa pecah."
Botolnya bagus dan terlihat kokoh. Secara ukuran cocok banget buat nemenin di meja kerja biar ga lupa minum. Pengiriman kemarin juga pake swift yang bener2 cepet banget j... 
Beban botolnya ringan dan ukurannya pas untuk keperluan menyimpan air di kulkas. Kelemahannya mungkin di pembukaan botolnya agak sedikit keras meskipun sudah pemakaian cu... 
"Alhamdulillah botol minum 1,5 ltr lock n lock sudah sampai dalam kondisi baik dan aman,cepat direspon dan di kirimnya..Material Produk Bagus. Kualitas Produk Bagus. Warna... "
"Botolnya aman digunakan berkali-kali, lumayan kokoh meskipun gampang ke gores, ukurannya juga besar, cocok banget yang malas isi ulang mulu,"
Bagus bahan lumayan oke kok. cuma Emang gatahan panas. bening cocok buat infuse water
"pengiriman cepat dapet diskon free ongkir bahan bagus,tutupnya tidak bocor waktu air di isi lalu di terbalikan"
pesanan sudah sampai dengan baik. produk original. seller fast response. dapat lagi promo. harga murah banget. kurir juga ramah
"pengirimannya super cepat, Kualitas Produk Bagus. Warna Produk Sesuai. Material Produk Bagus. Ukuran Produk Sesuai."
Material Produk Bagus.i Kualitas Produk Bagus. Ukuran Produk Sesuai. Warna Produk Sesuai.
Lumayan dapat harga flash sale. Bisa untuk wadah air putih didalam kulkas.  Sayang plastiknya koq tipis ya Mungkin sesuai harga ya
"Bagus, tapi memang ga bisa dibawa traveling karena kalau miring ada rembesan sedikit. Tapi kalau untuk botol kulkas ini oke banget."
"pengiriman super cepat, pesan malam, besok siang ud nyampe. packing juga rapi dan aman. cuma bahan botol kurang tebal, takut gampang pecah pas jatuh. tutup botol uda ok."
Ukuran Produk Sesuai. Warna Produk Sesuai.
Material Produk Bagus Kualitas Produk Bagus Ukuran Produk Sesuai Warna Produk Sesuai
"kualitas barang bagus, proses lumayan cepat, pengiriman cepat, barang di bungkus dengan baik dan dimasukan kedalam dus"
Material Produk Bagus. Kualitas Produk Bagus. Warna Produk Sesuai. Ukuran Produk Sesuai. packing nya okey badai pake kardus gede makasih seler n toped
"seller responsif, packing aman. delivery cepat. barang sesuai foto"
"Kualitas materialnya bagus, panas dan dinginya merata sempurn.. mantap"
Material Produk Bagus Kualitas Produk Bagus Warna Produk Sesuai Ukuran Produk Sesuai  terimaksih tokopedia
bahan nya plastik PET-1 guys🤫👍🏻  jgn ragu beli di toko ini👏😁
"cuma mau ngulas ketahanan air didalam botolnya, dari dulu anti sama botol yg ngaruhin bau maupun rasa air, sejauh ini pemakaian air di botol 2-3 hari baru abis airnya gaa... "
"awalnya kirain seukuran botol biasa eh ternyata gede gara gara kurang teliti liat ukuranya tapi bagus sih pake bubblewarp juga aman, apalagi pake 0 rupiah puas pokoknya"
"botolny PET/PP1 yg diketahui itu plastik buat kemasan sekali pake, kaya botol air mineral dan semisalnya, lucunya tutup botol PP5 grade food, produk aneh, nyesel², mana u... "
"Sesuai deskripsi, packing pun sangat baik, pakai bubble wrapping dan di letak di kardus sangat besar. Terimakasih"
kayak agak tipis gitu ya? tapi gpp ada harga ada rupa. Makasih Lock and Lock
"Gak bulak balik lagi isi air, tapi minumnya kurang enak kalo langsung minum, tuang ke gelas lebih nyaman"
sebenernya produknya yg ini gak masalah cuma karena yg satunya bocor dan dikomplain ditolak dengan alasan gak jelas ya sdh cukup bintang 1 untuk pelayananya. males beli p... 
Oke lah dpt harga promo .. untuk yang beli ini jangan diisi air panas ya karena bisa rusak..
Material Produk Bagus Kualitas Produk Bagus Warna Produk Sesuai Ukuran Produk Sesuai
"Ukuran botol mantap, kualitas oke, bahan ringan"
